,종가,오픈,고가,저가,거래량,변동 %
2016-06-21,10415.0,10460.0,10460.0,10355.0,384450.0,0.05
2016-06-20,10410.0,10355.0,10420.0,10295.0,348690.0,1.12
2016-06-17,10295.0,10355.0,10420.0,10240.0,341770.0,-0.34
2016-06-16,10330.0,10570.0,10580.0,10295.0,362250.0,-1.99
2016-06-15,10540.0,10475.0,10560.0,10405.0,339860.0,0.57
2016-06-14,10480.0,10500.0,10570.0,10410.0,255300.0,-0.29
2016-06-13,10510.0,10610.0,10610.0,10495.0,267120.0,-1.82
2016-06-10,10705.0,10695.0,10725.0,10645.0,264620.0,0.09
2016-06-09,10695.0,10750.0,10815.0,10580.0,267170.0,-0.23
2016-06-08,10720.0,10660.0,10720.0,10600.0,254990.0,0.66
2016-06-07,10650.0,10595.0,10690.0,10585.0,375590.0,0.71
2016-06-03,10575.0,10625.0,10625.0,10550.0,392620.0,-0.47
2016-06-02,10625.0,10630.0,10680.0,10570.0,395030.0,0.19
2016-06-01,10605.0,10665.0,10680.0,10590.0,402540.0,-0.19
2016-05-31,10625.0,10540.0,10625.0,10495.0,338220.0,0.85
2016-05-30,10535.0,10475.0,10545.0,10410.0,753770.0,1.2
2016-05-27,10410.0,10385.0,10425.0,10380.0,414790.0,0.24
2016-05-26,10385.0,10500.0,10525.0,10380.0,309170.0,-0.62
2016-05-25,10450.0,10475.0,10500.0,10400.0,311060.0,0.53
2016-05-24,10395.0,10430.0,10465.0,10370.0,445680.0,-0.1
2016-05-23,10405.0,10385.0,10460.0,10370.0,548740.0,0.43
2016-05-20,10360.0,10220.0,10360.0,10185.0,432080.0,1.17
2016-05-19,10240.0,10305.0,10340.0,10145.0,613260.0,-0.63
2016-05-18,10305.0,10455.0,10480.0,10305.0,416350.0,-1.76
2016-05-17,10490.0,10625.0,10650.0,10460.0,645340.0,-1.27
2016-05-16,10625.0,10675.0,10680.0,10610.0,348240.0,-0.47
2016-05-13,10675.0,10695.0,10700.0,10615.0,264400.0,-0.14
2016-05-12,10690.0,10655.0,10690.0,10595.0,285380.0,0.19
2016-05-11,10670.0,10640.0,10675.0,10615.0,325190.0,0.8
2016-05-10,10585.0,10495.0,10585.0,10495.0,262670.0,0.86
2016-05-09,10495.0,10540.0,10565.0,10435.0,262870.0,0.05
2016-05-04,10490.0,10580.0,10580.0,10490.0,386140.0,-0.76
2016-05-03,10570.0,10430.0,10570.0,10430.0,417580.0,1.34
2016-05-02,10430.0,10615.0,10620.0,10430.0,372180.0,-1.79
2016-04-29,10620.0,10600.0,10620.0,10515.0,285730.0,0.14
2016-04-28,10605.0,10685.0,10705.0,10600.0,365700.0,-0.93
2016-04-27,10705.0,10815.0,10815.0,10695.0,329110.0,-0.46
2016-04-26,10755.0,10805.0,10835.0,10735.0,401030.0,-0.28
2016-04-25,10785.0,10795.0,10805.0,10740.0,425100.0,0.33
2016-04-22,10750.0,10790.0,10790.0,10735.0,393870.0,-0.05
2016-04-21,10755.0,10800.0,10810.0,10715.0,426820.0,-0.42
2016-04-20,10800.0,10860.0,10860.0,10750.0,433410.0,0.14
2016-04-19,10785.0,10780.0,10790.0,10690.0,651110.0,0.89
2016-04-18,10690.0,10675.0,10765.0,10630.0,545650.0,-0.09
2016-04-15,10700.0,10715.0,10770.0,10670.0,540120.0,-0.09
2016-04-14,10710.0,10825.0,10855.0,10655.0,538670.0,-0.09
2016-04-12,10720.0,10770.0,10815.0,10695.0,394100.0,-0.46
2016-04-11,10770.0,10885.0,10940.0,10760.0,372740.0,-0.69
2016-04-08,10845.0,10930.0,10960.0,10845.0,418950.0,-0.78
2016-04-07,10930.0,10885.0,10930.0,10860.0,382370.0,0.78
2016-04-06,10845.0,10975.0,10980.0,10795.0,393840.0,-0.55
2016-04-05,10905.0,10970.0,11000.0,10855.0,419210.0,-0.59
2016-04-04,10970.0,10855.0,10970.0,10855.0,410610.0,1.01
2016-04-01,10860.0,10730.0,10860.0,10730.0,405130.0,1.02
2016-03-31,10750.0,10720.0,10795.0,10670.0,367230.0,0.42
2016-03-30,10705.0,10780.0,10780.0,10705.0,399640.0,0.05
2016-03-29,10700.0,10560.0,10720.0,10560.0,337090.0,1.42
2016-03-28,10550.0,10740.0,10740.0,10550.0,407080.0,-1.4
2016-03-25,10700.0,10710.0,10800.0,10685.0,396120.0,-0.19
2016-03-24,10720.0,10840.0,10865.0,10710.0,409300.0,-1.11
2016-03-23,10840.0,10880.0,10950.0,10815.0,412190.0,-0.23
2016-03-22,10865.0,10885.0,10925.0,10780.0,506490.0,-0.14
2016-03-21,10880.0,11035.0,11040.0,10820.0,589860.0,-0.64
2016-03-18,10950.0,10940.0,10950.0,10855.0,691800.0,0.74
2016-03-17,10870.0,10930.0,10980.0,10850.0,407800.0,0.42
2016-03-16,10825.0,10820.0,10865.0,10805.0,427460.0,0.05
2016-03-15,10820.0,10865.0,10955.0,10820.0,447950.0,-0.78
2016-03-14,10905.0,10935.0,10985.0,10865.0,382080.0,0.28
2016-03-11,10875.0,10950.0,10990.0,10860.0,498070.0,-0.23
2016-03-10,10900.0,10895.0,10930.0,10835.0,534080.0,0.09
2016-03-09,10890.0,10760.0,10890.0,10715.0,447260.0,1.11
2016-03-08,10770.0,10860.0,10890.0,10655.0,398620.0,0.14
2016-03-07,10755.0,10895.0,10940.0,10695.0,437690.0,-1.15
2016-03-04,10880.0,10880.0,10890.0,10750.0,439300.0,0.28
2016-03-03,10850.0,10695.0,10850.0,10615.0,418220.0,2.02
2016-03-02,10635.0,10530.0,10650.0,10530.0,636050.0,1.87
2016-02-29,10440.0,10380.0,10440.0,10320.0,525330.0,0.58
2016-02-26,10380.0,10435.0,10435.0,10315.0,364850.0,0.29
2016-02-25,10350.0,10390.0,10390.0,10290.0,663070.0,0.44
2016-02-24,10305.0,10290.0,10375.0,10250.0,624180.0,-0.34
2016-02-23,10340.0,10570.0,10570.0,10270.0,675150.0,-1.38
2016-02-22,10485.0,10375.0,10505.0,10375.0,315560.0,1.21
2016-02-19,10360.0,10260.0,10365.0,10215.0,454040.0,1.07
2016-02-18,10250.0,10170.0,10260.0,10140.0,502690.0,2.86
2016-02-17,9965.0,10275.0,10340.0,9965.0,437030.0,-2.78
2016-02-16,10250.0,10125.0,10325.0,10110.0,545270.0,2.35
2016-02-15,10015.0,9990.0,10100.0,9860.0,614080.0,1.68
2016-02-12,9850.0,10540.0,10565.0,9700.0,493820.0,-7.69
2016-02-11,10670.0,11065.0,11070.0,10660.0,531720.0,-5.28
2016-02-05,11265.0,11320.0,11320.0,11220.0,380240.0,-0.49
2016-02-04,11320.0,11380.0,11415.0,11280.0,707810.0,-0.48
2016-02-03,11375.0,11330.0,11380.0,11270.0,445330.0,-0.18
2016-02-02,11395.0,11415.0,11425.0,11360.0,438630.0,-0.04
2016-02-01,11400.0,11375.0,11405.0,11300.0,283150.0,1.06
2016-01-29,11280.0,11275.0,11280.0,11135.0,416090.0,0.4
2016-01-28,11235.0,11145.0,11265.0,11085.0,356250.0,0.72
2016-01-27,11155.0,11375.0,11375.0,11110.0,390940.0,-1.41
2016-01-26,11315.0,11260.0,11345.0,11260.0,359730.0,0.09
2016-01-25,11305.0,11235.0,11330.0,11200.0,530590.0,1.62
2016-01-22,11125.0,11180.0,11225.0,10980.0,322210.0,0.32
2016-01-21,11090.0,11150.0,11210.0,10985.0,356060.0,-0.58
2016-01-20,11155.0,11280.0,11355.0,11000.0,339440.0,-0.89
2016-01-19,11255.0,11245.0,11290.0,11130.0,427540.0,0.31
2016-01-18,11220.0,10955.0,11220.0,10940.0,473410.0,1.72
2016-01-15,11030.0,11285.0,11285.0,10970.0,507940.0,-0.85
2016-01-14,11125.0,11000.0,11135.0,10920.0,525500.0,-0.13
2016-01-13,11140.0,11025.0,11150.0,10970.0,358320.0,2.15
2016-01-12,10905.0,10990.0,11070.0,10890.0,367810.0,-0.5
2016-01-11,10960.0,11045.0,11200.0,10920.0,364480.0,-0.81
2016-01-08,11050.0,10800.0,11120.0,10750.0,517730.0,0.23
2016-01-07,11025.0,11080.0,11200.0,10915.0,853210.0,-1.12
2016-01-06,11150.0,11065.0,11150.0,10910.0,545700.0,0.9
2016-01-05,11050.0,10775.0,11050.0,10725.0,515230.0,1.01
2016-01-04,10940.0,11040.0,11130.0,10810.0,618590.0,-0.68
2015-12-30,11015.0,10870.0,11015.0,10825.0,395520.0,1.85
2015-12-29,10815.0,10395.0,10815.0,10395.0,491180.0,3.39
2015-12-28,10460.0,10295.0,10460.0,10255.0,410980.0,1.55
2015-12-24,10300.0,10415.0,10430.0,10300.0,441190.0,-1.25
2015-12-23,10430.0,10535.0,10535.0,10425.0,499730.0,-0.62
2015-12-22,10495.0,10565.0,10565.0,10435.0,491740.0,-0.71
2015-12-21,10570.0,10530.0,10615.0,10525.0,742590.0,-0.19
2015-12-18,10590.0,10305.0,10590.0,10240.0,690650.0,2.22
2015-12-17,10360.0,10300.0,10360.0,10185.0,406450.0,1.37
2015-12-16,10220.0,10225.0,10285.0,10200.0,371280.0,0.89
2015-12-15,10130.0,10020.0,10130.0,9980.0,325180.0,2.07
2015-12-14,9925.0,10110.0,10110.0,9920.0,348090.0,-3.64
2015-12-11,10300.0,10485.0,10490.0,10260.0,316150.0,-1.58
2015-12-10,10465.0,10555.0,10600.0,10370.0,317680.0,-1.13
2015-12-09,10585.0,10620.0,10625.0,10580.0,303780.0,-0.66
2015-12-08,10655.0,10835.0,10890.0,10600.0,407330.0,-2.07
2015-12-07,10880.0,11080.0,11090.0,10880.0,307690.0,-1.05
2015-12-04,10995.0,10955.0,11015.0,10950.0,349080.0,-0.95
2015-12-03,11100.0,11050.0,11100.0,10965.0,320680.0,0.5
2015-12-02,11045.0,11155.0,11180.0,11045.0,404120.0,-0.14
2015-12-01,11060.0,11010.0,11080.0,10960.0,346500.0,0.73
2015-11-30,10980.0,11075.0,11075.0,10905.0,329720.0,-0.32
2015-11-27,11015.0,11060.0,11120.0,11010.0,347460.0,-0.5
2015-11-26,11070.0,11040.0,11080.0,10970.0,377680.0,0.96
2015-11-25,10965.0,11000.0,11020.0,10935.0,354340.0,-0.05
2015-11-24,10970.0,10980.0,11015.0,10935.0,383700.0,0.18
2015-11-23,10950.0,10960.0,11035.0,10930.0,396350.0,0.14
2015-11-20,10935.0,10895.0,10935.0,10865.0,2240.0,0.6
2015-11-19,10870.0,10820.0,10920.0,10780.0,305930.0,1.12
2015-11-18,10750.0,10780.0,10810.0,10725.0,315930.0,0.47
2015-11-17,10700.0,10685.0,10710.0,10635.0,306450.0,1.76
2015-11-16,10515.0,10440.0,10605.0,10440.0,323210.0,-1.31
2015-11-13,10655.0,10585.0,10675.0,10520.0,368610.0,-0.23
2015-11-12,10680.0,10605.0,10730.0,10605.0,335240.0,1.09
2015-11-11,10565.0,10325.0,10565.0,10320.0,319400.0,1.98
2015-11-10,10360.0,10515.0,10590.0,10260.0,368000.0,-2.49
2015-11-09,10625.0,10995.0,10995.0,10605.0,312420.0,-2.97
2015-11-06,10950.0,11000.0,11010.0,10920.0,196940.0,0.46
2015-11-05,10900.0,10780.0,10900.0,10780.0,293940.0,1.54
2015-11-04,10735.0,10705.0,10735.0,10650.0,222540.0,0.47
2015-11-03,10685.0,10700.0,10745.0,10600.0,222640.0,0.71
2015-11-02,10610.0,10685.0,10710.0,10610.0,226950.0,-0.33
2015-10-30,10645.0,10820.0,10820.0,10640.0,231950.0,-1.53
2015-10-29,10810.0,10885.0,10895.0,10785.0,249040.0,-0.41
2015-10-28,10855.0,10700.0,10860.0,10640.0,239770.0,1.88
2015-10-27,10655.0,10785.0,10805.0,10655.0,249760.0,-0.88
2015-10-26,10750.0,10645.0,10750.0,10625.0,254140.0,1.46
2015-10-23,10595.0,10560.0,10595.0,10525.0,234850.0,1.05
2015-10-22,10485.0,10600.0,10605.0,10465.0,255950.0,-1.64
2015-10-21,10660.0,10765.0,10775.0,10635.0,305200.0,-0.84
2015-10-20,10750.0,10635.0,10750.0,10590.0,285720.0,1.42
2015-10-19,10600.0,10640.0,10645.0,10590.0,293820.0,-0.09
2015-10-16,10610.0,10560.0,10635.0,10555.0,301760.0,1.48
2015-10-15,10455.0,10425.0,10455.0,10355.0,243520.0,0.82
2015-10-14,10370.0,10415.0,10450.0,10370.0,22140.0,-0.48
2015-10-13,10420.0,10520.0,10520.0,10420.0,20030.0,-0.53
2015-10-12,10475.0,10500.0,10500.0,10470.0,40070.0,-0.24
2015-10-08,10500.0,10660.0,10680.0,10430.0,40070.0,-0.94
2015-10-07,10600.0,10760.0,10760.0,10600.0,20250.0,-2.21
2015-10-06,10840.0,10920.0,10950.0,10840.0,40250.0,-0.55
2015-10-05,10900.0,10930.0,10940.0,10880.0,40980.0,0.83
2015-10-02,10810.0,10800.0,10825.0,10800.0,60030.0,0.46
