"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022- 04- 20","58,900","60,100","60,200","57,800","773.32K","-2.81%"
"2022- 04- 19","60,600","59,200","61,100","58,900","700.97K","3.06%"
"2022- 04- 18","58,800","63,400","63,400","58,000","1.09M","-7.26%"
"2022- 04- 17","63,400","63,400","63,400","63,400","","0.00%"
"2022- 04- 15","63,400","62,100","63,800","61,500","427.75K","2.09%"
"2022- 04- 14","62,100","62,800","63,900","61,900","531.85K","-2.20%"
"2022- 04- 13","63,500","62,900","63,800","60,900","554.09K","1.60%"
"2022- 04- 12","62,500","63,600","64,800","61,400","910.94K","-3.10%"
"2022- 04- 11","64,500","64,500","65,300","63,900","433.63K","-0.31%"
"2022- 04- 10","64,700","64,700","64,700","64,700","","0.00%"
"2022- 04- 08","64,700","62,700","66,200","62,400","976.55K","3.35%"
"2022- 04- 07","62,600","62,100","63,100","61,700","370.24K","0.00%"
"2022- 04- 06","62,600","61,300","63,200","60,900","516.90K","0.97%"
"2022- 04- 05","62,000","61,900","62,900","60,700","558.95K","-0.64%"
"2022- 04- 04","62,400","64,000","64,400","61,200","580.15K","-0.79%"
"2022- 04- 03","62,900","62,900","62,900","62,900","","0.00%"
"2022- 04- 01","62,900","61,400","64,300","60,700","804.39K","2.44%"
"2022- 03- 31","61,400","61,000","61,900","60,100","550.75K","0.99%"
"2022- 03- 30","60,800","58,000","62,300","57,600","1.65M","5.74%"
"2022- 03- 29","57,500","57,300","58,300","56,800","424.05K","0.70%"
"2022- 03- 28","57,100","58,000","58,100","56,800","360.10K","-0.17%"
"2022- 03- 27","57,200","57,200","57,200","57,200","","0.00%"
"2022- 03- 25","57,200","57,500","57,900","56,800","402.45K","-0.52%"
"2022- 03- 24","57,500","56,900","57,900","56,200","566.80K","0.88%"
"2022- 03- 23","57,000","56,400","57,500","55,700","648.62K","1.24%"
"2022- 03- 22","56,300","53,100","56,800","52,800","1.60M","8.48%"
"2022- 03- 21","51,900","53,100","53,600","51,700","264.27K","-1.70%"
"2022- 03- 20","52,800","52,800","52,800","52,800","","0.00%"
"2022- 03- 18","52,800","52,400","53,200","51,700","383.70K","0.76%"
"2022- 03- 17","52,400","54,000","54,000","51,500","609.88K","-1.69%"
"2022- 03- 16","53,300","53,500","53,900","51,500","432.24K","0.57%"
"2022- 03- 15","53,000","53,500","54,800","51,600","571.10K","0.38%"
"2022- 03- 14","52,800","53,500","54,200","52,100","469.19K","-0.94%"
"2022- 03- 13","53,300","53,300","53,300","53,300","","0.00%"
"2022- 03- 11","53,300","51,800","54,300","51,800","678.77K","2.50%"
"2022- 03- 10","52,000","51,200","52,900","50,000","896.31K","4.00%"
"2022- 03- 09","50,000","50,000","50,000","50,000","","0.00%"
"2022- 03- 08","50,000","49,500","51,000","48,900","371.07K","-0.40%"
"2022- 03- 07","50,200","49,950","50,800","49,300","423.61K","-0.79%"
"2022- 03- 06","50,600","50,600","50,600","50,600","","0.00%"
"2022- 03- 04","50,600","50,300","51,100","50,000","357.58K","0.00%"
"2022- 03- 03","50,600","50,600","52,000","49,850","518.06K","-1.17%"
"2022- 03- 02","51,200","50,100","51,600","49,650","590.04K","2.71%"
"2022- 03- 01","49,850","49,850","49,850","49,850","","0.00%"
"2022- 02- 28","49,850","49,100","50,500","48,950","570.11K","1.22%"
"2022- 02- 27","49,250","49,250","49,250","49,250","","0.00%"
"2022- 02- 25","49,250","48,600","49,550","47,700","964.28K","3.68%"
"2022- 02- 24","47,500","48,650","49,500","47,250","952.17K","-2.16%"
"2022- 02- 23","48,550","48,600","49,550","47,450","650.25K","0.10%"
"2022- 02- 22","48,500","47,550","49,300","47,350","1.53M","1.25%"
"2022- 02- 21","47,900","44,050","47,900","43,900","1.08M","7.28%"
"2022- 02- 20","44,650","44,650","44,650","44,650","","0.00%"
"2022- 02- 18","44,650","43,600","44,900","43,550","298.83K","0.68%"
"2022- 02- 17","44,350","44,650","45,400","42,900","645.62K","-0.22%"
"2022- 02- 16","44,450","42,800","44,450","42,450","390.65K","6.34%"
"2022- 02- 15","41,800","42,250","42,850","41,250","301.08K","-1.99%"
"2022- 02- 14","42,650","42,250","43,150","41,550","399.59K","-0.35%"
"2022- 02- 11","42,800","42,600","44,000","42,350","357.43K","-2.06%"
"2022- 02- 10","43,700","44,550","44,900","43,200","371.41K","-1.80%"
"2022- 02- 09","44,500","45,000","45,400","44,000","365.11K","0.68%"
"2022- 02- 08","44,200","44,150","45,550","43,750","650.67K","0.45%"
"2022- 02- 07","44,000","43,950","44,750","43,350","435.49K","-0.56%"
"2022- 02- 06","44,250","44,250","44,250","44,250","","0.00%"
"2022- 02- 04","44,250","41,700","44,350","41,450","548.32K","4.98%"
"2022- 02- 03","42,150","41,800","43,400","41,800","640.45K","2.80%"
"2022- 01- 28","41,000","38,700","41,100","38,200","723.68K","6.91%"
"2022- 01- 27","38,350","39,750","40,300","37,600","981.10K","-4.60%"
"2022- 01- 26","40,200","41,850","42,400","39,300","863.48K","-3.94%"
"2022- 01- 25","41,850","42,400","43,000","41,400","392.39K","-0.48%"
"2022- 01- 24","42,050","43,800","44,100","41,800","459.28K","-5.51%"
"2022- 01- 23","44,500","44,500","44,500","44,500","","0.00%"
"2022- 01- 21","44,500","44,650","45,250","43,900","275.46K","-1.98%"
"2022- 01- 20","45,400","43,750","45,500","43,750","365.11K","3.18%"
"2022- 01- 19","44,000","44,750","45,000","43,350","360.65K","-2.33%"
"2022- 01- 18","45,050","45,050","45,800","44,300","314.60K","0.78%"
"2022- 01- 17","44,700","44,000","45,200","44,000","229.18K","0.68%"
"2022- 01- 16","44,400","44,400","44,400","44,400","","0.00%"
"2022- 01- 14","44,400","44,400","45,100","43,900","440.02K","-2.42%"
"2022- 01- 13","45,500","46,000","46,650","45,500","501.07K","-0.87%"
"2022- 01- 12","45,900","46,150","46,500","45,650","399.32K","0.44%"
"2022- 01- 11","45,700","45,450","45,900","44,800","412.04K","0.99%"
"2022- 01- 10","45,250","45,050","45,500","43,900","366.42K","-1.09%"
"2022- 01- 07","45,750","44,900","46,000","44,900","316.80K","2.01%"
"2022- 01- 06","44,850","46,150","46,700","44,800","575.36K","-4.47%"
"2022- 01- 05","46,950","48,000","48,000","46,500","360.35K","-2.29%"
"2022- 01- 04","48,050","51,000","51,100","47,800","656.34K","-5.23%"
"2022- 01- 03","50,700","51,000","52,000","50,500","335.78K","0.00%"
"2021- 12- 30","50,700","50,500","51,000","49,550","273.55K","0.80%"
"2021- 12- 29","50,300","51,000","52,000","49,650","454.87K","-2.14%"
"2021- 12- 28","51,400","49,600","51,700","49,500","798.17K","4.47%"
"2021- 12- 27","49,200","48,900","49,450","48,000","239.47K","0.72%"
"2021- 12- 24","48,850","48,800","49,250","48,500","175.36K","0.31%"
"2021- 12- 23","48,700","49,850","50,200","48,400","273.27K","-1.91%"
"2021- 12- 22","49,650","49,700","50,300","49,250","354.70K","1.02%"
"2021- 12- 21","49,150","47,050","49,200","47,050","582.09K","4.57%"
"2021- 12- 20","47,000","47,500","48,300","46,950","277.85K","-1.36%"
"2021- 12- 19","47,650","47,650","47,650","47,650","","0.00%"
"2021- 12- 17","47,650","47,950","48,050","46,800","434.08K","-1.65%"
"2021- 12- 16","48,450","47,450","49,300","47,400","434.33K","3.75%"
"2021- 12- 15","46,700","46,850","47,100","46,350","193.86K","-0.32%"
"2021- 12- 14","46,850","46,550","48,000","46,500","224.16K","-0.74%"
"2021- 12- 13","47,200","47,900","48,400","47,200","301.59K","-0.94%"
"2021- 12- 12","47,650","47,650","47,650","47,650","","0.00%"
"2021- 12- 10","47,650","48,350","49,400","47,650","412.64K","-2.06%"
"2021- 12- 09","48,650","48,600","49,600","48,300","483.16K","0.83%"
"2021- 12- 08","48,250","49,100","49,250","47,650","551.27K","0.52%"
"2021- 12- 07","48,000","47,200","49,000","46,550","837.97K","3.23%"
"2021- 12- 06","46,500","47,050","47,150","45,500","474.12K","-1.48%"
"2021- 12- 05","47,200","47,200","47,200","47,200","","0.00%"
"2021- 12- 03","47,200","45,200","47,400","44,550","741.25K","6.43%"
"2021- 12- 02","44,350","45,000","45,550","43,000","628.74K","-2.85%"
"2021- 12- 01","45,650","45,600","45,850","44,050","459.71K","0.55%"
"2021- 11- 30","45,400","47,500","48,150","45,100","441.79K","-3.51%"
"2021- 11- 29","47,050","45,950","48,450","45,500","631.91K","-0.74%"
"2021- 11- 28","47,400","47,400","47,400","47,400","","0.00%"
"2021- 11- 26","47,400","49,950","50,500","46,700","893.99K","-5.01%"
"2021- 11- 25","49,900","50,300","51,100","49,800","361.50K","-1.38%"
"2021- 11- 24","50,600","49,800","51,400","49,100","654.47K","1.61%"
