"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2015- 04- 09","34,400","34,500","34,900","34,250","293.00K","0.44%"
"2015- 04- 08","34,250","35,600","35,600","34,050","571.11K","-3.39%"
"2015- 04- 07","35,450","36,550","36,600","35,350","424.92K","-2.21%"
"2015- 04- 06","36,250","35,350","36,450","35,300","458.37K","2.55%"
"2015- 04- 03","35,350","35,500","35,800","34,850","378.43K","0.57%"
"2015- 04- 02","35,150","36,100","36,150","35,050","433.14K","-1.95%"
"2015- 04- 01","35,850","35,900","37,050","35,850","453.62K","0.14%"
"2015- 03- 31","35,800","36,550","36,600","35,600","319.75K","-0.97%"
"2015- 03- 30","36,150","37,100","37,300","36,150","494.86K","-1.23%"
"2015- 03- 27","36,600","35,750","39,200","34,800","2.26M","2.81%"
"2015- 03- 26","35,600","36,150","36,450","35,150","342.07K","-2.60%"
"2015- 03- 25","36,550","37,100","37,300","36,250","292.55K","-0.81%"
"2015- 03- 24","36,850","37,200","37,450","36,800","264.29K","-0.41%"
"2015- 03- 23","37,000","36,150","37,350","35,900","513.85K","3.79%"
"2015- 03- 20","35,650","35,600","36,150","35,300","217.20K","0.56%"
"2015- 03- 19","35,450","35,750","36,300","34,800","267.02K","0.42%"
"2015- 03- 18","35,300","36,000","36,450","35,300","241.32K","-1.53%"
"2015- 03- 17","35,850","36,350","36,550","35,750","246.71K","-1.24%"
"2015- 03- 16","36,300","36,800","37,150","36,250","260.70K","-0.55%"
"2015- 03- 13","36,500","35,300","37,100","35,200","505.67K","2.82%"
"2015- 03- 12","35,500","35,350","35,500","34,500","228.49K","1.72%"
"2015- 03- 11","34,900","34,700","35,600","34,400","300.45K","-1.13%"
"2015- 03- 10","35,300","36,200","36,250","34,600","379.10K","-1.40%"
"2015- 03- 09","35,800","35,600","36,550","35,200","612.53K","1.99%"
"2015- 03- 06","35,100","34,300","35,150","33,800","403.31K","3.08%"
"2015- 03- 05","34,050","35,000","35,250","34,050","491.95K","-2.44%"
"2015- 03- 04","34,900","32,150","36,050","32,150","1.21M","8.39%"
"2015- 03- 03","32,200","32,300","32,750","32,100","194.28K","-0.92%"
"2015- 03- 02","32,500","33,200","33,200","32,300","283.70K","-1.81%"
"2015- 02- 27","33,100","32,900","33,150","32,600","192.68K","0.91%"
"2015- 02- 26","32,800","32,700","33,250","32,500","165.11K","0.31%"
"2015- 02- 25","32,700","32,600","33,250","32,600","230.13K","-0.76%"
"2015- 02- 24","32,950","33,400","33,400","32,800","202.52K","-0.15%"
"2015- 02- 23","33,000","32,550","33,350","32,500","150.10K","1.54%"
"2015- 02- 17","32,500","33,300","33,300","32,400","297.62K","-2.69%"
"2015- 02- 16","33,400","33,500","33,750","32,800","226.53K","0.15%"
"2015- 02- 13","33,350","33,700","33,750","33,100","213.80K","0.30%"
"2015- 02- 12","33,250","33,150","33,750","32,700","243.19K","0.30%"
"2015- 02- 11","33,150","33,000","33,500","32,250","356.87K","1.07%"
"2015- 02- 10","32,800","33,250","34,000","31,750","476.51K","-1.50%"
"2015- 02- 09","33,300","35,800","35,900","33,050","666.27K","-7.63%"
"2015- 02- 06","36,050","36,500","36,750","35,600","203.64K","-1.23%"
"2015- 02- 05","36,500","36,200","36,700","35,800","183.92K","0.83%"
"2015- 02- 04","36,200","36,100","36,450","35,950","185.91K","0.42%"
"2015- 02- 03","36,050","36,050","36,600","36,000","172.49K","0.14%"
"2015- 02- 02","36,000","36,800","36,800","35,350","261.82K","-1.64%"
"2015- 01- 30","36,600","38,000","38,000","36,500","334.50K","-3.17%"
"2015- 01- 29","37,800","38,250","39,100","37,750","356.93K","-0.66%"
"2015- 01- 28","38,050","37,000","38,350","36,650","325.99K","1.87%"
"2015- 01- 27","37,350","36,800","37,350","36,450","267.34K","1.91%"
"2015- 01- 26","36,650","37,000","37,200","36,500","232.48K","-0.54%"
"2015- 01- 23","36,850","37,000","37,200","36,150","330.49K","0.27%"
"2015- 01- 22","36,750","37,850","38,050","36,000","357.67K","-2.65%"
"2015- 01- 21","37,750","38,300","38,800","37,750","237.86K","-0.92%"
"2015- 01- 20","38,100","38,700","38,800","37,400","283.72K","-1.04%"
"2015- 01- 19","38,500","39,150","39,300","38,350","197.63K","0.13%"
"2015- 01- 16","38,450","39,500","39,500","38,400","389.76K","-1.91%"
"2015- 01- 15","39,200","37,000","39,550","37,000","625.84K","5.09%"
"2015- 01- 14","37,300","37,750","38,300","36,200","546.27K","-0.67%"
"2015- 01- 13","37,550","38,800","39,500","37,500","608.65K","-4.70%"
"2015- 01- 12","39,400","38,500","39,450","38,000","463.55K","2.47%"
"2015- 01- 09","38,450","38,200","39,100","37,650","360.29K","0.00%"
"2015- 01- 08","38,450","38,150","38,700","37,650","442.74K","0.79%"
"2015- 01- 07","38,150","38,250","38,600","36,900","463.08K","0.79%"
"2015- 01- 06","37,850","37,700","38,050","37,150","530.42K","-0.13%"
"2015- 01- 05","37,900","35,950","37,950","35,700","1.13M","7.21%"
"2015- 01- 02","35,350","34,150","35,350","34,050","359.47K","3.97%"
"2014- 12- 30","34,000","33,650","34,100","33,400","154.95K","1.04%"
"2014- 12- 29","33,650","33,450","34,150","33,300","173.20K","2.28%"
"2014- 12- 26","32,900","33,750","34,200","32,900","272.47K","-2.37%"
"2014- 12- 24","33,700","32,350","33,700","32,050","338.90K","4.17%"
"2014- 12- 23","32,350","31,900","32,350","31,300","210.30K","0.78%"
"2014- 12- 22","32,100","32,500","32,500","31,700","105.75K","0.00%"
"2014- 12- 19","32,100","31,700","32,550","31,700","149.83K","1.10%"
"2014- 12- 18","31,750","32,250","32,700","31,100","245.35K","-1.55%"
"2014- 12- 17","32,250","33,200","33,250","32,200","207.63K","-2.86%"
"2014- 12- 16","33,200","32,900","33,850","32,550","277.76K","0.91%"
"2014- 12- 15","32,900","31,000","33,300","30,700","322.96K","3.95%"
"2014- 12- 12","31,650","31,200","31,900","30,750","276.01K","0.80%"
"2014- 12- 11","31,400","30,550","32,300","30,300","332.80K","-0.16%"
"2014- 12- 10","31,450","33,000","33,200","31,100","576.13K","-5.56%"
"2014- 12- 09","33,300","33,400","34,250","33,100","302.43K","0.30%"
"2014- 12- 08","33,200","34,450","34,450","33,050","460.70K","-3.63%"
"2014- 12- 05","34,450","35,200","35,300","34,200","346.59K","-1.99%"
"2014- 12- 04","35,150","35,400","36,050","34,900","411.44K","-1.95%"
"2014- 12- 03","35,850","36,400","36,400","35,200","335.96K","0.42%"
"2014- 12- 02","35,700","36,000","36,450","35,200","407.29K","0.42%"
"2014- 12- 01","35,550","34,550","36,650","34,500","724.42K","1.57%"
"2014- 11- 28","35,000","33,000","35,350","33,000","731.72K","3.86%"
"2014- 11- 27","33,700","35,150","35,200","33,350","819.13K","-4.26%"
"2014- 11- 26","35,200","34,950","35,950","34,250","844.61K","-0.42%"
"2014- 11- 25","35,350","38,500","38,950","34,600","8.69M","4.28%"
"2014- 11- 24","33,900","33,400","33,900","31,850","661.67K","2.26%"
"2014- 11- 21","33,150","32,800","34,000","30,750","1.11M","1.84%"
"2014- 11- 20","32,550","32,000","32,850","31,450","440.68K","1.72%"
"2014- 11- 19","32,000","31,600","32,750","31,200","541.97K","1.11%"
"2014- 11- 18","31,650","29,600","31,700","29,550","1.02M","7.84%"
"2014- 11- 17","29,350","29,850","29,850","29,200","242.65K","-0.68%"
"2014- 11- 14","29,550","30,350","30,400","29,300","305.00K","-1.99%"
"2014- 11- 13","30,150","29,450","30,150","29,350","539.45K","3.61%"
"2014- 11- 12","29,100","29,700","30,400","28,550","553.29K","-0.34%"
"2014- 11- 11","29,200","27,550","30,450","27,500","1.10M","6.18%"
"2014- 11- 10","27,500","27,150","27,750","26,750","269.31K","1.48%"
"2014- 11- 07","27,100","25,450","27,500","25,450","479.23K","5.86%"
"2014- 11- 06","25,600","25,700","26,500","25,050","479.77K","-1.92%"
"2014- 11- 05","26,100","24,050","26,400","23,850","1.02M","6.75%"
"2014- 11- 04","24,450","26,950","27,450","23,900","1.30M","-10.11%"
"2014- 11- 03","27,200","28,400","28,600","27,100","420.53K","-3.89%"
"2014- 10- 31","28,300","28,800","28,900","28,100","421.50K","-2.08%"
"2014- 10- 30","28,900","29,000","29,600","28,800","291.10K","-0.17%"
"2014- 10- 29","28,950","28,950","29,200","28,500","321.50K","0.87%"
"2014- 10- 28","28,700","29,100","29,600","28,500","409.15K","-1.88%"
"2014- 10- 27","29,250","30,000","30,000","28,500","538.04K","-2.17%"
"2014- 10- 24","29,900","31,400","31,500","29,900","335.33K","-3.24%"
"2014- 10- 23","30,900","30,700","31,350","29,800","445.32K","-0.16%"
"2014- 10- 22","30,950","31,650","32,200","30,200","613.93K","-0.32%"
"2014- 10- 21","31,050","31,300","31,300","30,150","639.91K","0.98%"
"2014- 10- 20","30,750","28,950","31,000","28,800","1.23M","8.47%"
"2014- 10- 17","28,350","28,250","29,150","28,100","752.33K","0.71%"
"2014- 10- 16","28,150","27,600","28,550","27,200","605.01K","0.18%"
"2014- 10- 15","28,100","29,000","29,400","27,800","1.16M","-1.75%"
"2014- 10- 14","28,600","26,850","29,100","26,800","2.38M","5.54%"
"2014- 10- 13","27,100","29,500","30,000","26,700","3.81M","-13.14%"
"2014- 10- 10","31,200","36,150","37,000","31,200","2.37M","-14.87%"
"2014- 10- 08","36,650","36,800","37,450","36,300","240.08K","-1.08%"
"2014- 10- 07","37,050","37,550","38,200","36,500","227.82K","-1.07%"
"2014- 10- 06","37,450","38,000","38,800","37,250","226.83K","-1.58%"
"2014- 10- 02","38,050","37,200","38,150","36,200","393.45K","1.74%"
"2014- 10- 01","37,400","39,050","39,200","37,150","525.90K","-4.10%"
"2014- 09- 30","39,000","40,000","40,300","38,600","678.82K","-4.29%"
"2014- 09- 29","40,750","41,300","42,200","40,450","187.11K","-0.73%"
"2014- 09- 26","41,050","41,300","41,400","40,100","127.20K","-0.73%"
"2014- 09- 25","41,350","42,250","43,200","41,100","166.43K","-1.31%"
"2014- 09- 24","41,900","41,400","42,650","41,400","185.80K","0.48%"
"2014- 09- 23","41,700","42,600","42,900","40,500","448.29K","-3.02%"
"2014- 09- 22","43,000","44,000","44,750","42,850","197.27K","-1.60%"
"2014- 09- 19","43,700","44,400","44,650","43,200","280.43K","-1.58%"
"2014- 09- 18","44,400","42,700","44,800","42,500","346.35K","4.23%"
"2014- 09- 17","42,600","42,950","43,350","42,550","196.88K","-1.05%"
"2014- 09- 16","43,050","43,400","43,800","42,350","301.29K","0.23%"
"2014- 09- 15","42,950","44,050","44,500","42,900","246.64K","-2.50%"
"2014- 09- 12","44,050","44,950","45,850","43,600","262.82K","-2.33%"
"2014- 09- 11","45,100","45,600","46,000","44,650","224.06K","-0.44%"
"2014- 09- 05","45,300","44,500","46,000","43,400","463.87K","3.07%"
"2014- 09- 04","43,950","47,650","49,850","43,500","1.14M","-3.51%"
"2014- 09- 03","45,550","44,850","46,400","44,000","520.63K","1.33%"
"2014- 09- 02","44,950","45,250","45,300","43,750","520.53K","-0.66%"
"2014- 09- 01","45,250","42,950","45,250","42,950","923.71K","8.77%"
"2014- 08- 29","41,600","39,300","42,500","39,300","961.30K","5.85%"
"2014- 08- 28","39,300","39,000","39,550","38,750","182.68K","0.77%"
"2014- 08- 27","39,000","40,950","40,950","38,750","405.09K","-4.41%"
"2014- 08- 26","40,800","40,250","40,950","39,700","357.18K","1.49%"
"2014- 08- 25","40,200","39,550","40,700","39,550","432.80K","2.42%"
"2014- 08- 22","39,250","39,300","40,250","38,350","520.70K","0.64%"
"2014- 08- 21","39,000","38,850","40,100","38,700","1.13M","2.23%"
"2014- 08- 20","38,150","36,500","38,300","36,200","838.03K","4.66%"
"2014- 08- 19","36,450","36,150","36,950","36,150","383.78K","0.83%"
"2014- 08- 18","36,150","36,600","36,650","35,800","399.82K","0.56%"
"2014- 08- 14","35,950","34,700","36,100","34,350","550.74K","3.45%"
"2014- 08- 13","34,750","34,500","35,500","33,850","642.82K","3.42%"
"2014- 08- 12","33,600","33,400","33,900","33,300","170.25K","0.75%"
"2014- 08- 11","33,350","34,400","34,400","33,250","185.94K","-1.91%"
"2014- 08- 08","34,000","34,700","34,800","33,300","249.78K","-1.45%"
"2014- 08- 07","34,500","32,900","34,600","32,850","425.33K","4.55%"
"2014- 08- 06","33,000","33,900","34,200","32,950","245.66K","-1.49%"
"2014- 08- 05","33,500","34,600","34,650","33,250","323.98K","-3.04%"
"2014- 08- 04","34,550","33,750","34,900","33,500","223.40K","2.22%"
"2014- 08- 01","33,800","33,250","33,950","33,050","148.33K","0.60%"
"2014- 07- 31","33,600","34,000","34,000","32,550","328.77K","-1.18%"
"2014- 07- 30","34,000","33,200","34,000","33,150","198.71K","1.49%"
"2014- 07- 29","33,500","33,400","34,050","32,800","290.21K","0.45%"
"2014- 07- 28","33,350","34,950","35,250","33,200","561.52K","-4.85%"
"2014- 07- 25","35,050","35,700","35,850","35,050","236.28K","-1.82%"
"2014- 07- 24","35,700","35,550","36,250","35,200","224.29K","0.56%"
"2014- 07- 23","35,500","36,450","36,600","35,500","321.29K","-2.34%"
"2014- 07- 22","36,350","35,800","37,700","35,800","526.28K","1.54%"
"2014- 07- 21","35,800","36,100","36,450","35,750","163.20K","-0.69%"
"2014- 07- 18","36,050","35,850","36,350","35,850","145.44K","-0.83%"
"2014- 07- 17","36,350","36,200","36,650","35,900","172.10K","0.97%"
"2014- 07- 16","36,000","37,100","37,500","35,800","359.08K","-3.10%"
"2014- 07- 15","37,150","38,000","38,150","37,150","204.46K","-1.20%"
"2014- 07- 14","37,600","37,750","38,200","37,150","258.38K","0.00%"
"2014- 07- 11","37,600","38,250","38,950","37,500","254.17K","-2.59%"
"2014- 07- 10","38,600","39,750","40,250","38,450","238.40K","-2.40%"
"2014- 07- 09","39,550","39,700","40,100","39,500","129.95K","-0.13%"
"2014- 07- 08","39,600","39,900","40,350","39,500","192.34K","-0.75%"
"2014- 07- 07","39,900","40,050","40,100","38,950","281.72K","0.00%"
"2014- 07- 04","39,900","39,200","40,300","39,000","456.77K","2.97%"
"2014- 07- 03","38,750","38,800","39,650","38,650","320.47K","-0.26%"
"2014- 07- 02","38,850","39,000","39,500","38,300","603.12K","-0.13%"
"2014- 07- 01","38,900","36,000","39,000","35,600","888.68K","7.91%"
"2014- 06- 30","36,050","36,150","36,250","35,500","276.95K","0.28%"
"2014- 06- 27","35,950","35,150","36,000","34,200","332.67K","2.28%"
"2014- 06- 26","35,150","35,400","35,750","35,150","273.26K","-0.71%"
"2014- 06- 25","35,400","36,550","36,550","35,300","368.40K","-3.01%"
"2014- 06- 24","36,500","36,200","38,450","36,150","1.23M","3.99%"
"2014- 06- 23","35,100","36,250","36,450","35,000","373.78K","-3.70%"
"2014- 06- 20","36,450","35,650","36,500","35,300","249.43K","2.24%"
"2014- 06- 19","35,650","35,300","36,650","35,100","343.44K","1.13%"
"2014- 06- 18","35,250","36,050","36,300","35,250","251.69K","-2.89%"
"2014- 06- 17","36,300","36,650","36,900","36,200","160.66K","-0.68%"
"2014- 06- 16","36,550","36,600","37,450","36,350","200.68K","0.00%"
"2014- 06- 13","36,550","37,400","37,750","36,400","308.30K","-1.48%"
"2014- 06- 12","37,100","36,950","37,500","35,350","833.86K","1.09%"
"2014- 06- 11","36,700","39,600","39,800","36,700","891.64K","-7.21%"
"2014- 06- 10","39,550","38,100","40,300","38,000","518.76K","3.53%"
"2014- 06- 09","38,200","37,900","38,300","37,000","501.67K","2.28%"
"2014- 06- 05","37,350","40,500","41,350","36,700","821.96K","-7.89%"
"2014- 06- 03","40,550","43,300","43,700","40,500","473.97K","-6.35%"
"2014- 06- 02","43,300","44,200","44,600","42,350","381.67K","-1.48%"
"2014- 05- 30","43,950","45,050","45,350","43,600","220.73K","-2.33%"
"2014- 05- 29","45,000","46,100","46,300","44,650","263.74K","-2.17%"
"2014- 05- 28","46,000","46,800","46,850","44,750","278.08K","-1.39%"
"2014- 05- 27","46,650","46,950","47,150","46,250","147.56K","-0.11%"
"2014- 05- 26","46,700","46,300","47,100","46,150","209.97K","1.52%"
"2014- 05- 23","46,000","45,650","46,450","45,650","142.57K","0.66%"
"2014- 05- 22","45,700","45,750","46,100","45,450","119.84K","0.00%"
"2014- 05- 21","45,700","45,700","46,100","45,350","137.52K","0.00%"
"2014- 05- 20","45,700","45,200","46,000","44,800","248.45K","-0.22%"
"2014- 05- 19","45,800","47,250","47,300","43,900","638.71K","-2.45%"
"2014- 05- 16","46,950","47,000","47,450","46,200","575.37K","0.11%"
"2014- 05- 15","46,900","49,750","50,400","46,500","957.22K","-5.82%"
"2014- 05- 14","49,800","50,300","50,800","49,450","219.04K","-0.99%"
"2014- 05- 13","50,300","51,300","52,100","50,100","197.44K","-0.98%"
"2014- 05- 12","50,800","51,200","51,300","50,300","127.77K","-0.39%"
"2014- 05- 09","51,000","52,000","52,300","50,600","221.14K","0.99%"
"2014- 05- 08","50,500","50,800","50,800","49,800","156.10K","0.00%"
"2014- 05- 07","50,500","51,200","51,200","50,100","203.36K","1.10%"
"2014- 05- 02","49,950","48,850","50,000","48,850","188.39K","2.46%"
"2014- 04- 30","48,750","48,600","48,950","48,300","83.93K","0.72%"
"2014- 04- 29","48,400","48,850","49,150","48,150","88.28K","-0.72%"
"2014- 04- 28","48,750","49,200","50,000","48,250","191.32K","-1.81%"
"2014- 04- 25","49,650","49,900","50,100","48,950","188.04K","-0.50%"
"2014- 04- 24","49,900","50,500","50,900","48,600","237.02K","-1.19%"
"2014- 04- 23","50,500","51,200","51,200","49,800","229.46K","-0.98%"
"2014- 04- 22","51,000","49,000","51,000","48,900","440.93K","4.29%"
"2014- 04- 21","48,900","49,300","49,400","48,200","201.25K","-1.01%"
"2014- 04- 18","49,400","48,100","49,600","47,950","406.83K","3.78%"
"2014- 04- 17","47,600","47,450","48,200","47,300","160.40K","0.11%"
"2014- 04- 16","47,550","47,200","48,300","47,000","206.03K","0.74%"
"2014- 04- 15","47,200","48,100","48,350","46,600","331.09K","-2.07%"
"2014- 04- 14","48,200","48,400","48,550","47,950","131.82K","0.31%"
"2014- 04- 11","48,050","47,500","48,200","47,300","104.94K","0.10%"
"2014- 04- 10","48,000","48,400","48,550","47,500","112.45K","-0.41%"
"2014- 04- 09","48,200","48,300","48,750","47,700","152.95K","0.10%"
"2014- 04- 08","48,150","46,750","48,250","46,650","186.00K","3.33%"
"2014- 04- 07","46,600","47,300","47,900","46,300","215.22K","-1.58%"
"2014- 04- 04","47,350","48,200","48,850","47,150","257.27K","-2.57%"
"2014- 04- 03","48,600","49,200","49,300","48,100","180.05K","-1.22%"
"2014- 04- 02","49,200","49,500","49,950","48,600","221.67K","0.10%"
"2014- 04- 01","49,150","47,550","49,350","47,450","417.36K","4.02%"
"2014- 03- 31","47,250","46,650","47,550","46,200","312.10K","1.83%"
"2014- 03- 28","46,400","45,050","46,400","44,400","584.84K","0.32%"
"2014- 03- 27","46,250","46,450","46,750","45,350","326.18K","-1.39%"
"2014- 03- 26","46,900","46,150","47,000","45,850","320.69K","2.29%"
"2014- 03- 25","45,850","46,500","46,950","45,150","501.28K","-2.86%"
"2014- 03- 24","47,200","49,200","49,200","46,200","634.01K","-3.67%"
"2014- 03- 21","49,000","47,800","49,000","46,900","588.51K","2.51%"
"2014- 03- 20","47,800","46,550","49,050","45,800","1.49M","-3.92%"
"2014- 03- 19","49,750","51,000","51,300","49,650","199.28K","-2.45%"
"2014- 03- 18","51,000","50,100","51,100","49,250","249.08K","2.00%"
"2014- 03- 17","50,000","51,500","51,600","48,550","517.68K","-3.29%"
"2014- 03- 14","51,700","52,100","53,200","51,700","214.32K","-2.82%"
