"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2021- 10- 05","64,800","61,600","67,000","61,100","1.22M","5.19%"
"2021- 10- 04","61,600","61,600","61,600","61,600","","0.00%"
"2021- 10- 01","61,600","61,800","64,000","61,300","698.08K","-0.32%"
"2021- 09- 30","61,800","57,900","62,000","57,800","0.75K","6.55%"
"2021- 09- 29","58,000","55,500","58,700","55,300","0.00K","3.02%"
"2021- 09- 28","56,300","54,300","57,200","53,600","0.25K","5.83%"
"2021- 09- 27","53,200","52,900","54,400","52,200","255.52K","0.57%"
"2021- 09- 26","52,900","52,900","52,900","52,900","","0.00%"
"2021- 09- 24","52,900","53,400","53,600","52,400","175.28K","0.19%"
"2021- 09- 23","52,800","54,400","54,400","52,800","276.42K","-3.12%"
"2021- 09- 22","54,500","54,500","54,500","54,500","","0.00%"
"2021- 09- 17","54,500","54,100","54,800","53,100","243.98K","0.00%"
"2021- 09- 16","54,500","55,500","56,900","54,000","506.76K","2.06%"
"2021- 09- 15","53,400","54,000","54,500","53,100","179.56K","-0.74%"
"2021- 09- 14","53,800","53,100","54,300","53,000","0.30K","1.51%"
"2021- 09- 13","53,000","55,700","55,700","52,600","465.73K","-4.16%"
"2021- 09- 12","55,300","55,300","55,300","55,300","","0.00%"
"2021- 09- 10","55,300","55,800","56,800","51,700","749.63K","-1.60%"
"2021- 09- 09","56,200","55,800","56,800","55,300","0.03K","0.36%"
"2021- 09- 08","56,000","58,600","58,600","55,700","0.12K","-4.27%"
"2021- 09- 07","58,500","58,300","59,200","57,100","0.20K","0.34%"
"2021- 09- 06","58,300","57,000","58,400","56,300","0.12K","1.39%"
"2021- 09- 05","57,500","57,500","57,500","57,500","","0.00%"
"2021- 09- 03","57,500","59,000","60,300","56,200","527.21K","-2.54%"
"2021- 09- 02","59,000","60,800","61,000","58,800","0.72K","-2.64%"
"2021- 09- 01","60,600","60,600","61,600","59,700","166.09K","0.00%"
"2021- 08- 31","60,600","59,100","62,000","59,000","0.08K","1.00%"
"2021- 08- 30","60,000","60,800","61,100","58,400","0.02K","-1.32%"
"2021- 08- 29","60,800","60,800","60,800","60,800","","0.00%"
"2021- 08- 27","60,800","61,400","62,100","58,700","406.10K","-2.09%"
"2021- 08- 26","62,100","61,300","63,300","60,300","0.09K","3.16%"
"2021- 08- 25","60,200","60,800","61,000","59,100","251.03K","0.33%"
"2021- 08- 24","60,000","59,200","60,300","57,500","0.00K","3.09%"
"2021- 08- 23","58,200","56,900","58,600","55,800","0.02K","5.05%"
"2021- 08- 20","55,400","59,400","59,500","54,100","610.15K","-5.62%"
"2021- 08- 19","58,700","58,600","60,000","58,100","0.00K","-1.51%"
"2021- 08- 18","59,600","59,700","60,100","57,000","484.42K","0.51%"
"2021- 08- 17","59,300","60,700","62,100","58,100","0.02K","-3.26%"
"2021- 08- 16","61,300","61,300","61,300","61,300","","0.00%"
"2021- 08- 13","61,300","61,900","62,100","59,900","697.92K","-0.49%"
"2021- 08- 12","61,600","55,700","62,000","54,600","0.19K","11.59%"
"2021- 08- 11","55,200","55,800","56,900","54,500","221.01K","-0.54%"
"2021- 08- 10","55,500","58,000","58,000","55,500","0.05K","-3.81%"
"2021- 08- 09","57,700","57,300","58,700","56,700","0.01K","0.87%"
"2021- 08- 08","57,200","57,200","57,200","57,200","","0.00%"
"2021- 08- 06","57,200","54,700","57,700","53,500","475.88K","5.15%"
"2021- 08- 05","54,400","55,000","55,200","53,800","0.02K","-1.09%"
"2021- 08- 04","55,000","52,900","56,100","52,800","0.02K","4.17%"
"2021- 08- 03","52,800","54,500","54,600","52,800","0.02K","-1.68%"
"2021- 08- 02","53,700","52,700","54,300","52,600","0.01K","1.90%"
"2021- 08- 01","52,700","52,700","52,700","52,700","","0.00%"
"2021- 07- 30","52,700","54,200","54,300","52,500","163.58K","-2.59%"
"2021- 07- 29","54,100","53,700","55,100","53,300","119.60K","0.56%"
"2021- 07- 28","53,800","54,100","54,900","52,900","177.65K","-1.10%"
"2021- 07- 27","54,400","56,300","56,400","53,800","0.01K","-3.72%"
"2021- 07- 26","56,500","56,800","58,000","56,000","248.79K","0.53%"
"2021- 07- 25","56,200","56,200","56,200","56,200","","0.00%"
"2021- 07- 23","56,200","56,000","56,600","55,000","181.61K","0.72%"
"2021- 07- 22","55,800","56,700","56,800","55,600","257.96K","-0.71%"
"2021- 07- 21","56,200","55,500","58,500","55,500","0.00K","3.50%"
"2021- 07- 20","54,300","55,800","56,800","53,700","0.02K","-4.06%"
"2021- 07- 19","56,600","56,400","57,200","55,800","0.14K","-0.53%"
"2021- 07- 18","56,900","56,900","56,900","56,900","","0.00%"
"2021- 07- 16","56,900","56,000","57,600","55,600","264.24K","2.15%"
"2021- 07- 15","55,700","55,800","57,300","55,000","0.29K","0.54%"
"2021- 07- 14","55,400","53,300","56,200","52,900","0.01K","3.36%"
"2021- 07- 13","53,600","50,500","54,300","50,300","0.11K","7.20%"
"2021- 07- 12","50,000","49,500","50,300","48,650","0.01K","1.21%"
"2021- 07- 11","49,400","49,400","49,400","49,400","","0.00%"
"2021- 07- 09","49,400","49,650","50,300","48,100","412.63K","-2.18%"
"2021- 07- 08","50,500","51,200","51,600","49,750","285.17K","-1.37%"
"2021- 07- 07","51,200","52,600","52,600","50,900","0.01K","-2.85%"
"2021- 07- 06","52,700","53,100","53,400","52,300","0.20K","0.19%"
"2021- 07- 05","52,600","51,600","52,900","51,400","0.21K","2.33%"
"2021- 07- 02","51,400","52,600","52,600","50,400","176.48K","-0.96%"
"2021- 07- 01","51,900","51,100","52,500","50,600","194.83K","1.37%"
"2021- 06- 30","51,200","50,600","51,800","50,300","0.08K","1.59%"
"2021- 06- 29","50,400","50,600","51,600","49,750","294.72K","0.00%"
"2021- 06- 28","50,400","50,800","51,500","50,000","0.10K","-1.37%"
"2021- 06- 27","51,100","51,100","51,100","51,100","","0.00%"
"2021- 06- 25","51,100","54,400","54,400","51,000","558.40K","-5.72%"
"2021- 06- 24","54,200","55,500","55,600","54,100","224.46K","-1.99%"
"2021- 06- 23","55,300","52,400","55,800","52,200","0.37K","5.94%"
"2021- 06- 22","52,200","53,000","53,700","51,700","0.04K","-1.14%"
"2021- 06- 21","52,800","54,000","54,600","51,800","336.39K","-3.65%"
"2021- 06- 20","54,800","54,800","54,800","54,800","","0.00%"
"2021- 06- 18","54,800","54,000","55,400","53,200","422.89K","2.05%"
"2021- 06- 17","53,700","52,700","54,000","51,900","346.93K","1.90%"
"2021- 06- 16","52,700","52,100","53,900","51,800","0.02K","0.57%"
"2021- 06- 15","52,400","50,600","53,700","50,600","0.14K","3.35%"
"2021- 06- 14","50,700","50,400","51,500","49,750","403.04K","1.91%"
"2021- 06- 13","49,750","49,750","49,750","49,750","","0.00%"
"2021- 06- 11","49,750","47,950","49,750","47,850","192.45K","3.86%"
"2021- 06- 10","47,900","48,650","48,650","47,800","190.17K","-0.93%"
"2021- 06- 09","48,350","47,850","49,500","47,800","0.00K","0.83%"
"2021- 06- 08","47,950","49,350","49,750","47,750","349.60K","-4.10%"
"2021- 06- 07","50,000","50,500","51,400","49,400","217.51K","0.20%"
"2021- 06- 06","49,900","49,900","49,900","49,900","","0.00%"
"2021- 06- 04","49,900","50,400","50,800","49,600","214.07K","-0.99%"
"2021- 06- 03","50,400","50,600","51,300","50,300","0.00K","-1.18%"
"2021- 06- 02","51,000","51,100","51,100","50,100","165.82K","0.20%"
"2021- 06- 01","50,900","51,000","51,200","50,000","0.01K","0.00%"
"2021- 05- 31","50,900","49,200","52,500","48,700","672.23K","3.04%"
"2021- 05- 30","49,400","49,400","49,400","49,400","","0.00%"
"2021- 05- 28","49,400","50,100","50,300","48,750","367.57K","-2.18%"
"2021- 05- 27","50,500","50,300","50,500","48,650","0.11K","1.00%"
"2021- 05- 26","50,000","50,100","50,600","49,100","313.12K","0.00%"
"2021- 05- 25","50,000","49,100","50,800","48,700","1.05K","1.94%"
"2021- 05- 24","49,050","48,000","49,450","47,750","0.02K","2.29%"
"2021- 05- 23","47,950","47,950","47,950","47,950","","0.00%"
"2021- 05- 21","47,950","48,300","49,650","47,800","718.06K","-0.83%"
"2021- 05- 20","48,350","46,800","48,800","46,700","0.00K","2.33%"
"2021- 05- 19","47,250","47,250","47,250","47,250","","0.00%"
"2021- 05- 18","47,250","46,050","47,800","46,050","738.47K","2.49%"
"2021- 05- 17","46,100","45,100","46,400","44,750","0.01K","2.22%"
"2021- 05- 14","45,100","45,400","45,400","44,050","225.84K","0.45%"
"2021- 05- 13","44,900","43,100","45,050","43,100","0.42K","0.90%"
"2021- 05- 12","44,500","41,500","44,950","41,350","0.56K","7.23%"
"2021- 05- 11","41,500","41,750","41,800","41,150","133.68K","-0.95%"
"2021- 05- 10","41,900","42,300","42,300","41,850","0.09K","0.00%"
"2021- 05- 07","41,900","40,600","42,200","40,550","215.23K","3.20%"
"2021- 05- 06","40,600","40,200","40,800","39,750","166.46K","-0.85%"
"2021- 05- 05","40,950","40,950","40,950","40,950","","0.00%"
"2021- 05- 04","40,950","40,600","41,000","39,750","187.50K","-0.12%"
"2021- 05- 03","41,000","41,250","42,400","40,900","142.29K","-1.32%"
"2021- 05- 02","41,550","41,550","41,550","41,550","","0.00%"
"2021- 04- 30","41,550","42,050","42,350","41,550","193.64K","-2.00%"
"2021- 04- 29","42,400","42,950","43,200","42,200","0.01K","-1.28%"
"2021- 04- 28","42,950","43,800","43,800","42,900","0.00K","-2.05%"
"2021- 04- 27","43,850","44,200","44,200","43,600","0.05K","-1.46%"
"2021- 04- 26","44,500","44,050","44,500","43,350","0.20K","1.48%"
"2021- 04- 23","43,850","44,350","44,450","43,750","196.46K","-1.57%"
"2021- 04- 22","44,550","44,700","44,800","44,350","0.01K","0.11%"
"2021- 04- 21","44,500","44,900","45,050","44,500","166.31K","-1.55%"
"2021- 04- 20","45,200","44,850","45,300","44,700","0.02K","0.56%"
"2021- 04- 19","44,950","44,950","45,200","44,650","130.07K","-0.33%"
"2021- 04- 18","45,100","45,100","45,100","45,100","","0.00%"
"2021- 04- 16","45,100","44,900","45,200","44,700","158.00K","1.12%"
"2021- 04- 15","44,600","44,900","45,250","44,550","0.05K","-0.67%"
"2021- 04- 14","44,900","45,150","45,400","44,900","0.13K","-0.77%"
"2021- 04- 13","45,250","44,950","45,600","44,900","0.04K","0.33%"
"2021- 04- 12","45,100","45,300","45,600","44,600","192.29K","-0.55%"
"2021- 04- 11","45,350","45,350","45,350","45,350","","0.00%"
"2021- 04- 09","45,350","46,000","46,350","45,300","254.77K","-1.84%"
"2021- 04- 08","46,200","46,200","46,350","45,500","164.28K","0.00%"
"2021- 04- 07","46,200","46,600","47,600","46,000","0.00K","0.11%"
"2021- 04- 06","46,150","46,050","46,250","45,500","149.89K","0.33%"
"2021- 04- 05","46,000","45,850","46,500","45,200","271.61K","1.55%"
"2021- 04- 04","45,300","45,300","45,300","45,300","","0.00%"
"2021- 04- 02","45,300","45,050","45,650","44,900","145.28K","0.11%"
"2021- 04- 01","45,250","44,600","45,300","44,600","134.99K","1.69%"
"2021- 03- 31","44,500","45,200","45,500","44,450","244.57K","-1.22%"
"2021- 03- 30","45,050","45,050","45,550","44,900","167.86K","-0.11%"
"2021- 03- 29","45,100","44,750","45,250","44,050","0.04K","-0.33%"
"2021- 03- 28","45,250","45,250","45,250","45,250","","0.00%"
"2021- 03- 26","45,250","46,050","46,750","44,800","444.65K","-2.16%"
"2021- 03- 25","46,250","45,950","46,350","45,100","0.04K","-0.64%"
"2021- 03- 24","46,550","47,050","47,600","46,400","0.05K","-2.10%"
"2021- 03- 23","47,550","48,350","48,750","47,500","0.19K","-0.83%"
"2021- 03- 22","47,950","48,150","48,600","47,700","164.28K","-0.10%"
"2021- 03- 21","48,000","48,000","48,000","48,000","","0.00%"
"2021- 03- 19","48,000","47,500","48,150","47,300","185.31K","-0.31%"
"2021- 03- 18","48,150","49,850","50,100","48,050","0.15K","-3.22%"
"2021- 03- 17","49,750","49,600","50,600","49,350","0.01K","0.91%"
"2021- 03- 16","49,300","49,550","49,800","48,900","0.01K","0.10%"
"2021- 03- 15","49,250","48,500","49,400","47,750","0.01K","1.86%"
"2021- 03- 14","48,350","48,350","48,350","48,350","","0.00%"
"2021- 03- 12","48,350","48,600","48,800","47,650","290.49K","-0.10%"
"2021- 03- 11","48,400","47,450","48,400","46,900","0.03K","2.76%"
"2021- 03- 10","47,100","49,000","49,050","47,100","0.01K","-2.89%"
"2021- 03- 09","48,500","49,600","50,300","47,600","0.01K","-2.71%"
"2021- 03- 08","49,850","51,200","51,300","48,500","0.23K","-0.89%"
"2021- 03- 07","50,300","50,300","50,300","50,300","","0.00%"
"2021- 03- 05","50,300","48,900","50,500","48,400","629.46K","2.34%"
"2021- 03- 04","49,150","46,500","49,750","46,400","1.16K","4.35%"
"2021- 03- 03","47,100","45,700","47,350","45,600","0.09K","2.61%"
"2021- 03- 02","45,900","46,600","46,950","45,100","0.04K","0.44%"
"2021- 02- 26","45,700","44,700","46,200","44,550","284.60K","-0.76%"
"2021- 02- 25","46,050","45,600","46,350","44,350","0.04K","3.02%"
"2021- 02- 24","44,700","46,150","47,050","44,300","360.05K","-3.14%"
"2021- 02- 23","46,150","44,500","46,550","43,900","0.40K","3.01%"
"2021- 02- 22","44,800","45,800","46,800","44,150","406.68K","-2.61%"
"2021- 02- 21","46,000","46,000","46,000","46,000","","0.00%"
"2021- 02- 19","46,000","46,900","47,350","45,350","283.29K","-1.92%"
"2021- 02- 18","46,900","48,200","48,200","46,800","0.01K","-3.50%"
"2021- 02- 17","48,600","49,000","49,250","48,100","0.11K","0.10%"
"2021- 02- 16","48,550","47,100","48,900","46,600","1.20K","2.97%"
"2021- 02- 15","47,150","47,300","47,850","46,850","186.79K","0.00%"
"2021- 02- 14","47,150","47,150","47,150","47,150","","0.00%"
"2021- 02- 10","47,150","46,700","47,650","46,550","240.86K","1.07%"
"2021- 02- 09","46,650","49,000","49,050","46,550","0.01K","-4.60%"
"2021- 02- 08","48,900","49,550","49,550","48,600","0.03K","-0.51%"
"2021- 02- 07","49,150","49,150","49,150","49,150","","0.00%"
"2021- 02- 05","49,150","49,050","49,350","47,800","291.16K","0.20%"
"2021- 02- 04","49,050","48,500","49,600","47,500","0.03K","-0.10%"
"2021- 02- 03","49,100","47,650","49,450","47,650","0.34K","3.37%"
"2021- 02- 02","47,500","46,250","48,750","46,100","585.68K","3.83%"
"2021- 02- 01","45,750","44,900","46,500","44,300","341.84K","0.88%"
"2021- 01- 31","45,350","45,350","45,350","45,350","","0.00%"
"2021- 01- 29","45,350","47,500","47,750","44,100","635.89K","-3.61%"
"2021- 01- 28","47,050","50,800","51,000","46,750","0.04K","-6.65%"
"2021- 01- 27","50,400","53,200","53,300","50,400","0.79K","-3.08%"
"2021- 01- 26","52,000","51,600","52,300","50,100","0.03K","0.39%"
"2021- 01- 25","51,800","53,000","53,600","50,500","0.10K","-2.08%"
"2021- 01- 24","52,900","52,900","52,900","52,900","","0.00%"
"2021- 01- 22","52,900","50,800","54,100","50,000","1.01M","3.32%"
"2021- 01- 21","51,200","51,000","51,700","49,250","0.24K","0.39%"
"2021- 01- 20","51,000","48,300","51,800","47,600","0.19K","8.40%"
"2021- 01- 19","47,050","45,300","47,600","45,300","0.00K","3.86%"
"2021- 01- 18","45,300","44,750","46,450","44,300","0.07K","-0.44%"
"2021- 01- 17","45,500","45,500","45,500","45,500","","0.00%"
"2021- 01- 15","45,500","46,700","47,400","45,400","377.87K","-3.19%"
"2021- 01- 14","47,000","47,300","47,750","46,350","1.94K","0.00%"
"2021- 01- 13","47,000","45,450","47,700","44,850","0.01K","3.87%"
"2021- 01- 12","45,250","43,500","45,450","43,100","443.58K","2.84%"
"2021- 01- 11","44,000","45,650","45,650","43,300","0.01K","-2.44%"
"2021- 01- 10","45,100","45,100","45,100","45,100","","0.00%"
"2021- 01- 08","45,100","43,150","45,750","42,700","662.01K","4.88%"
"2021- 01- 07","43,000","42,950","43,450","42,800","246.06K","0.00%"
"2021- 01- 06","43,000","43,300","43,950","42,900","260.66K","-0.69%"
"2021- 01- 05","43,300","43,650","44,000","42,950","0.09K","-1.70%"
"2021- 01- 04","44,050","44,700","44,900","43,650","0.04K","-1.45%"
"2020- 12- 30","44,700","44,400","45,600","44,050","295.46K","0.56%"
"2020- 12- 29","44,450","43,150","44,500","42,950","281.72K","2.30%"
"2020- 12- 28","43,450","43,050","43,800","42,100","340.14K","0.93%"
"2020- 12- 27","43,050","43,050","43,050","43,050","","0.00%"
"2020- 12- 24","43,050","42,800","43,550","42,400","187.61K","0.58%"
"2020- 12- 23","42,800","42,200","43,150","41,850","0.04K","0.94%"
"2020- 12- 22","42,400","43,100","43,650","42,350","0.14K","-3.20%"
"2020- 12- 21","43,800","45,100","45,100","43,700","0.02K","-3.10%"
"2020- 12- 20","45,200","45,200","45,200","45,200","","0.00%"
"2020- 12- 18","45,200","44,950","45,300","44,550","184.86K","0.67%"
"2020- 12- 17","44,900","46,800","46,950","44,500","0.03K","-4.26%"
"2020- 12- 16","46,900","46,750","47,200","46,500","191.61K","0.32%"
"2020- 12- 15","46,750","46,800","47,750","46,450","0.05K","-0.11%"
"2020- 12- 14","46,800","46,750","47,600","46,150","0.01K","-1.06%"
"2020- 12- 13","47,300","47,300","47,300","47,300","","0.00%"
"2020- 12- 11","47,300","46,150","48,000","45,700","511.08K","3.28%"
"2020- 12- 10","45,800","46,100","47,000","45,600","367.00K","-1.82%"
"2020- 12- 09","46,650","46,100","47,100","46,000","0.12K","1.63%"
"2020- 12- 08","45,900","45,200","47,850","45,200","569.32K","0.77%"
"2020- 12- 07","45,550","46,250","46,300","44,800","0.01K","-2.25%"
"2020- 12- 06","46,600","46,600","46,600","46,600","","0.00%"
"2020- 12- 04","46,600","48,700","48,950","46,300","724.32K","-4.99%"
"2020- 12- 03","49,050","44,500","49,250","44,400","0.74K","12.11%"
"2020- 12- 02","43,750","44,000","44,400","43,500","232.68K","-0.68%"
"2020- 12- 01","44,050","43,600","44,300","43,050","0.01K","0.57%"
"2020- 11- 30","43,800","44,800","45,050","43,700","346.31K","-2.77%"
"2020- 11- 29","45,050","45,050","45,050","45,050","","0.00%"
"2020- 11- 27","45,050","45,200","45,500","44,350","212.07K","-0.22%"
"2020- 11- 26","45,150","45,950","45,950","44,750","258.14K","-1.74%"
"2020- 11- 25","45,950","47,500","47,650","45,400","0.14K","-2.55%"
"2020- 11- 24","47,150","45,400","47,400","45,400","0.32K","3.74%"
"2020- 11- 23","45,450","44,700","46,150","44,150","468.11K","1.91%"
"2020- 11- 22","44,600","44,600","44,600","44,600","","0.00%"
"2020- 11- 20","44,600","43,850","44,850","43,850","218.80K","1.71%"
"2020- 11- 19","43,850","44,750","44,750","43,500","0.62K","-2.34%"
"2020- 11- 18","44,900","43,650","45,250","42,900","0.33K","2.39%"
"2020- 11- 17","43,850","45,450","45,450","43,650","0.04K","-3.20%"
"2020- 11- 16","45,300","44,550","45,800","44,350","0.01K","2.14%"
"2020- 11- 15","44,350","44,350","44,350","44,350","","0.00%"
"2020- 11- 13","44,350","43,800","44,650","43,050","370.61K","1.60%"
"2020- 11- 12","43,650","43,500","44,700","43,200","0.57K","1.99%"
"2020- 11- 11","42,800","43,900","44,050","42,650","0.01K","-2.51%"
"2020- 11- 10","43,900","44,850","45,000","43,550","0.20K","2.21%"
"2020- 11- 09","42,950","43,150","43,650","42,650","0.34K","1.06%"
"2020- 11- 08","42,500","42,500","42,500","42,500","","0.00%"
"2020- 11- 06","42,500","43,950","44,000","42,350","460.47K","-3.08%"
"2020- 11- 05","43,850","41,650","44,000","41,400","802.55K","6.56%"
"2020- 11- 04","41,150","41,450","41,450","40,100","0.19K","0.37%"
"2020- 11- 03","41,000","40,100","41,450","40,100","0.00K","2.89%"
"2020- 11- 02","39,850","38,700","40,300","38,300","227.54K","2.97%"
"2020- 11- 01","38,700","38,700","38,700","38,700","","0.00%"
"2020- 10- 30","38,700","40,450","40,450","38,700","236.79K","-4.33%"
"2020- 10- 29","40,450","39,800","40,700","39,500","0.32K","-1.70%"
"2020- 10- 28","41,150","39,750","41,150","39,200","0.00K","1.86%"
"2020- 10- 27","40,400","38,700","40,450","38,150","0.13K","4.39%"
"2020- 10- 26","38,700","41,750","41,800","38,400","0.02K","-7.75%"
"2020- 10- 25","41,950","41,950","41,950","41,950","","0.00%"
"2020- 10- 23","41,950","41,750","42,250","40,850","356.44K","0.60%"
"2020- 10- 22","41,700","42,150","42,850","41,600","278.76K","-2.11%"
"2020- 10- 21","42,600","42,750","43,600","42,350","0.11K","-0.81%"
"2020- 10- 20","42,950","42,000","43,350","41,750","421.84K","0.70%"
"2020- 10- 19","42,650","43,700","44,700","42,350","0.21K","-2.74%"
"2020- 10- 18","43,850","43,850","43,850","43,850","","0.00%"
"2020- 10- 16","43,850","44,750","45,150","43,350","546.37K","-2.34%"
"2020- 10- 15","44,900","48,800","48,800","43,100","0.25K","-6.75%"
"2020- 10- 14","48,150","48,200","48,600","47,550","1.82K","0.10%"
"2020- 10- 13","48,100","48,450","49,250","47,050","0.20K","1.05%"
"2020- 10- 12","47,600","50,200","50,300","47,350","909.74K","-4.42%"
"2020- 10- 11","49,800","49,800","49,800","49,800","","0.00%"
"2020- 10- 08","49,800","51,800","52,200","49,150","885.96K","-3.49%"
"2020- 10- 07","51,600","51,600","52,700","51,200","319.60K","0.19%"
"2020- 10- 06","51,500","51,900","53,100","50,300","0.40K","-1.90%"
"2020- 10- 05","52,500","57,000","57,300","51,800","2.53K","-9.48%"
"2020- 10- 04","58,000","58,000","58,000","58,000","","0.00%"
"2020- 09- 29","58,000","57,700","58,000","54,900","746.16K","1.75%"
"2020- 09- 28","57,000","52,300","57,500","51,800","1.06M","11.98%"
"2020- 09- 25","50,900","52,600","52,900","49,400","617.30K","-1.93%"
"2020- 09- 24","51,900","54,700","55,600","51,900","0.01K","-7.16%"
"2020- 09- 23","55,900","56,300","56,400","52,600","0.13K","1.27%"
"2020- 09- 22","55,200","55,100","56,600","54,500","451.27K","-0.72%"
"2020- 09- 21","55,600","57,800","58,100","55,500","0.04K","-4.14%"
"2020- 09- 20","58,000","58,000","58,000","58,000","","0.00%"
"2020- 09- 18","58,000","56,900","58,000","55,600","285.10K","3.02%"
"2020- 09- 17","56,300","58,300","58,300","55,800","0.06K","-3.43%"
"2020- 09- 16","58,300","58,000","58,800","57,300","0.06K","0.52%"
"2020- 09- 15","58,000","57,800","58,400","57,000","0.00K","0.00%"
"2020- 09- 14","58,000","59,300","59,300","57,500","0.12K","-1.19%"
"2020- 09- 11","58,700","57,400","60,500","56,900","432.56K","1.73%"
"2020- 09- 10","57,700","58,600","59,000","56,700","0.14K","0.00%"
"2020- 09- 09","57,700","57,800","60,400","56,400","0.03K","0.17%"
"2020- 09- 08","57,600","54,800","58,500","54,200","1.32K","5.30%"
"2020- 09- 07","54,700","52,900","54,900","51,900","0.25K","4.59%"
"2020- 09- 06","52,300","52,300","52,300","52,300","","0.00%"
"2020- 09- 04","52,300","49,650","53,000","49,650","730.77K","0.19%"
"2020- 09- 03","52,200","51,400","52,300","49,750","0.01K","3.98%"
"2020- 09- 02","50,200","49,000","50,600","48,700","455.26K","3.61%"
"2020- 09- 01","48,450","47,600","49,350","46,800","0.10K","3.86%"
"2020- 08- 31","46,650","48,750","49,000","46,000","0.13K","-4.80%"
"2020- 08- 30","49,000","49,000","49,000","49,000","","0.00%"
"2020- 08- 28","49,000","50,900","52,500","47,600","1.29M","-3.73%"
"2020- 08- 27","50,900","49,950","51,300","49,450","0.01K","0.99%"
"2020- 08- 26","50,400","48,700","50,800","48,100","0.00K","3.49%"
"2020- 08- 25","48,700","47,200","49,350","47,000","395.59K","4.06%"
"2020- 08- 24","46,800","46,100","47,150","45,100","254.58K","0.21%"
"2020- 08- 23","46,700","46,700","46,700","46,700","","0.00%"
"2020- 08- 21","46,700","46,700","47,500","44,700","421.40K","0.43%"
"2020- 08- 20","46,500","48,750","48,750","46,000","1.40K","-5.68%"
"2020- 08- 19","49,300","46,800","49,850","46,200","0.07K","5.45%"
"2020- 08- 18","46,750","49,000","49,300","46,050","0.11K","-3.61%"
"2020- 08- 17","48,500","48,500","48,500","48,500","","0.00%"
"2020- 08- 14","48,500","48,450","49,450","47,500","708.92K","0.52%"
"2020- 08- 13","48,250","46,100","50,800","45,750","3.97K","9.04%"
"2020- 08- 12","44,250","45,750","45,750","43,600","0.01K","-3.17%"
"2020- 08- 11","45,700","45,950","46,350","44,850","0.77K","0.22%"
"2020- 08- 10","45,600","44,900","46,100","43,400","0.00K","3.75%"
"2020- 08- 09","43,950","43,950","43,950","43,950","","0.00%"
"2020- 08- 07","43,950","44,950","45,350","43,750","423.07K","-2.44%"
"2020- 08- 06","45,050","45,000","46,000","44,300","0.08K","0.11%"
"2020- 08- 05","45,000","43,000","45,000","42,500","598.12K","4.77%"
"2020- 08- 04","42,950","42,800","43,750","42,000","2.78K","0.70%"
"2020- 08- 03","42,650","41,500","43,200","41,150","1.05M","4.79%"
"2020- 08- 02","40,700","40,700","40,700","40,700","","0.00%"
"2020- 07- 31","40,700","39,600","41,200","39,250","470.87K","3.17%"
"2020- 07- 30","39,450","40,500","40,500","39,300","0.01K","-2.35%"
"2020- 07- 29","40,400","39,050","40,500","38,550","0.04K","3.72%"
"2020- 07- 28","38,950","38,750","39,400","38,450","0.06K","0.65%"
"2020- 07- 27","38,700","38,000","39,100","37,600","0.06K","1.04%"
"2020- 07- 26","38,300","38,300","38,300","38,300","","0.00%"
"2020- 07- 24","38,300","38,500","39,150","37,650","253.46K","-1.42%"
"2020- 07- 23","38,850","38,150","39,650","37,650","345.61K","1.30%"
"2020- 07- 22","38,350","39,050","39,100","38,050","0.18K","-1.67%"
"2020- 07- 21","39,000","40,650","40,650","38,950","0.46K","-2.50%"
"2020- 07- 20","40,000","39,850","40,600","39,100","0.18K","0.88%"
"2020- 07- 19","39,650","39,650","39,650","39,650","","0.00%"
"2020- 07- 17","39,650","38,350","39,850","37,550","532.21K","4.34%"
"2020- 07- 16","38,000","37,650","38,250","37,250","0.22K","1.47%"
"2020- 07- 15","37,450","39,000","39,250","37,250","0.15K","-3.35%"
"2020- 07- 14","38,750","37,800","39,000","37,550","0.10K","1.31%"
"2020- 07- 13","38,250","38,950","39,100","37,900","0.00K","-0.26%"
"2020- 07- 10","38,350","39,650","39,800","36,700","772.30K","-3.16%"
"2020- 07- 09","39,600","40,750","41,750","39,400","715.92K","-1.98%"
"2020- 07- 08","40,400","38,800","40,600","38,700","1.40M","4.66%"
"2020- 07- 07","38,600","38,850","39,000","37,800","0.56K","-1.53%"
"2020- 07- 06","39,200","39,400","39,850","38,450","2.16K","1.16%"
"2020- 07- 05","38,750","38,750","38,750","38,750","","0.00%"
"2020- 07- 03","38,750","39,100","40,500","38,150","1.39M","-1.77%"
"2020- 07- 02","39,450","35,600","40,650","35,450","0.00K","10.81%"
"2020- 07- 01","35,600","37,900","38,550","35,550","0.07K","-4.43%"
"2020- 06- 30","37,250","37,450","42,750","35,550","5.81M","0.68%"
"2020- 06- 29","37,000","35,250","40,800","35,050","8.17K","9.31%"
"2020- 06- 28","33,850","33,850","33,850","33,850","","0.00%"
"2020- 06- 26","33,850","33,100","34,400","31,950","836.82K","4.15%"
"2020- 06- 25","32,500","31,150","32,800","30,800","0.04K","3.17%"
"2020- 06- 24","31,500","31,500","31,550","30,950","251.17K","0.96%"
"2020- 06- 23","31,200","30,600","31,400","30,000","339.51K","2.46%"
"2020- 06- 22","30,450","30,000","30,850","29,850","252.84K","2.18%"
"2020- 06- 21","29,800","29,800","29,800","29,800","","0.00%"
"2020- 06- 19","29,800","29,750","30,000","29,150","153.92K","0.68%"
